employee_name,user_id_x,email,role,business_unit,functional_unit,department,team,supervisor,user_type,user_id_y,o_score,c_score,e_score,a_score,n_score,join_date,last_active,user_id
Julie Jaime Burns,JJB0700,Julie.Jaime.Burns@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,4 - AssemblyDept,Alan Benjamin Holder,Employee,JJB0700,15,19,39,37,28,2021-01-01,2024-07-08 19:50:38.956628,d74444bb6bc2052b95695a811010ba4dbdd9eb7fa1b1201a757f9c1877bab211
Amaya Iola Sawyer,AIS0405,Amaya.Iola.Sawyer@dtaa.com,SoftwareEngineer,1,2 - ResearchAndEngineering,2 - SoftwareManagement,2 - Software,Jocelyn Bree Mccray,Employee,AIS0405,40,45,14,37,35,2021-01-01,2024-07-08 19:50:38.956628,db43c8d728807a6203eba4dea49a6c35b2decd06f91f87fe315136a6d9bf1c93
Hilda Alice Hahn,HAH0760,Hilda.Alice.Hahn@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,4 - RegionalFieldService,Blaine Helen Cervantes,Employee,HAH0760,34,17,22,37,30,2021-01-01,2024-07-08 19:50:38.956628,36eda3530c16225e4f86e15fb43003c05787bf1b0f245ba4327c8177a0f4c57c
Aladdin Hu Day,AHD0848,Aladdin.Hu.Day@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,5 - AssemblyDept,Amy Lucy Chen,Employee,AHD0848,24,30,49,16,30,2021-01-01,2024-07-08 19:50:38.956628,2fddd3efadef5dfd41f738f2ae32cfcb6fddabf755d86c338b9a228009445222
Lila Dana Mcintyre,LDM0587,Lila.Dana.Mcintyre@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,3 - AssemblyDept,Whilemina Pandora England,Employee,LDM0587,49,20,23,21,26,2021-01-01,2024-07-08 19:50:38.956628,135275e42112cfa2e352fac70448f2ded888433755b9a2417f309bb7797ea2e5
Armand Jasper Nicholson,AJN0607,Armand.Jasper.Nicholson@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,3 - RegionalSales,Winter Veda Burks,Employee,AJN0607,45,42,16,47,23,2021-01-01,2024-07-08 19:50:38.956628,43c1fb82a2287d29bd8a14aa26cf5f080a2e523942eecdb9260761dcf2b6fd1b
Bevis Brady Sheppard,BBS0039,Bevis.Brady.Sheppard@dtaa.com,ITAdmin,1,1 - Adminstration,6 - Security,2 - ElectronicSecurity,Frances Alisa Wiggins,Employee,BBS0039,44,37,34,21,40,2021-01-01,2024-07-08 19:50:38.956628,605ee5f9ae0c0d58011b2805ba0f18a1f64f3dc864eab5fcf037aafde6c5922b
Emerald Imani Schmidt,EIS0041,Emerald.Imani.Schmidt@dtaa.com,ITAdmin,1,1 - Adminstration,6 - Security,2 - ElectronicSecurity,Frances Alisa Wiggins,Employee,EIS0041,41,44,17,48,30,2021-01-01,2024-07-08 19:50:38.956628,ae7820c910b8e40c024f5085a953cdf0b6ea87996ae60fb372d7a386d5c967ce
Melodie Lee Glenn,MLG0475,Melodie.Lee.Glenn@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,2 - AssemblyDept,Armando Albert Walter,Employee,MLG0475,45,16,18,19,25,2021-01-01,2024-07-08 19:50:38.956628,94cb4d727efce9bac381a6b0f335428364778f5585a758d1e4fde1b34993cc3d
Hadley Rhona Dillon,HRD0635,Hadley.Rhona.Dillon@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,3 - RegionalFieldService,Hedwig Regina Livingston,Employee,HRD0635,24,35,18,32,24,2021-01-01,2024-07-08 19:50:38.956628,2a73d34134c991d71e1e33df8a67d130e9617517bbd7830a504a795ad50a42e4
Ethan Perry Wiggins,EPW0434,Ethan.Perry.Wiggins@dtaa.com,TestEngineer,1,2 - ResearchAndEngineering,3 - Engineering,7 - TestAndEvalualtion,Cameron Noel Elliott,Employee,EPW0434,32,36,38,22,33,2021-01-01,2024-07-08 19:50:38.956628,4ee767691353410117e57d26d14d864422537ed5d74ceb1be6b8676315f6e626
Jena Audrey Malone,JAM0382,Jena.Audrey.Malone@dtaa.com,Scientist,1,2 - ResearchAndEngineering,1 - Research,2 - Lab,Kim Dara Sullivan,Employee,JAM0382,25,23,41,17,23,2021-01-01,2024-07-08 19:50:38.956628,51bf2c246eb680b605af552fb671c561cf8cdfa9e3b6dfc9f04de2a4d4cd935b
Noble Clinton Klein,NCK0295,Noble.Clinton.Klein@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,1 - AssemblyDept,Shannon Chantale Price,Employee,NCK0295,31,30,38,36,34,2021-01-01,2024-07-08 19:50:38.956628,f422727e1a4ea37cfe6440191bbb0babecdf9c52a8a39f86f25050f9c1e65eff
Luke Jacob Talley,LJT0817,Luke.Jacob.Talley@dtaa.com,ComputerScientist,1,2 - ResearchAndEngineering,2 - SoftwareManagement,5 - Software,Sara Gail George,Employee,LJT0817,39,43,38,39,24,2021-01-01,2024-07-08 19:50:38.956628,0cd245a290f64080db68ffd55110b7ced8108407a2927c8761ba165413d00d0f
Chandler Ashton Madden,CAM0102,Chandler.Ashton.Madden@dtaa.com,ComputerScientist,1,2 - ResearchAndEngineering,3 - Engineering,4 - SystemsEngineering,Gage Kaden Odonnell,Employee,CAM0102,31,44,19,15,27,2021-01-01,2024-07-08 19:50:38.956628,d7226d161927560d9e9c3a5306e176d894017e1e2d435b2dc8c3d4c973f4b354
Suki Ori Grant,SOG0411,Suki.Ori.Grant@dtaa.com,SystemsEngineer,1,2 - ResearchAndEngineering,3 - Engineering,6 - SystemsEngineering,Hadassah Riley Baker,Employee,SOG0411,26,19,21,24,23,2021-01-01,2024-07-08 19:50:38.956628,5ba1b183f336f92764fe87e1ef19e883e92d5d163c48b2c0450002a34f693fe5
Kameko Signe Harrison,KSH0569,Kameko.Signe.Harrison@dtaa.com,SoftwareEngineer,1,2 - ResearchAndEngineering,2 - SoftwareManagement,3 - Software,Stephanie Briar Harrington,Employee,KSH0569,15,39,23,14,22,2021-01-01,2024-07-08 19:50:38.956628,9a9c891f9f9127e657edce1920e35b1065db5b28e12282499e2927f46f73dc76
Bruno Donovan Ingram,BDI0533,Bruno.Donovan.Ingram@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,2 - RegionalFieldService,Burke Randall Burnett,Employee,BDI0533,37,36,15,41,19,2021-01-01,2024-07-08 19:50:38.956628,2463b7e0d98ab4b5a035d0677ae3fab82e2c52417db7c32981bd37e962e8b1ff
Paula Madaline Jackson,PMJ0564,Paula.Madaline.Jackson@dtaa.com,ComputerScientist,1,2 - ResearchAndEngineering,2 - SoftwareManagement,3 - Software,Stephanie Briar Harrington,Employee,PMJ0564,30,21,40,14,39,2021-01-01,2024-07-08 19:50:38.956628,825d25b0009fa4ac980d3bcd1b1993fbf589df678ae7a0f198a4ba25523d3370
Hedda Grace Gordon,HGG0240,Hedda.Grace.Gordon@dtaa.com,ComputerScientist,1,2 - ResearchAndEngineering,2 - SoftwareManagement,1 - Software,Vance Ira Alston,Employee,HGG0240,20,26,24,36,31,2021-01-01,2024-07-08 19:50:38.956628,e8158b59207f4b202cd8739aaea1219c9d26a66ee71e06d0158ed71253426202
Mari Gretchen Shaw,MGS0974,Mari.Gretchen.Shaw@dtaa.com,HumanResourceSpecialist,1,1 - Adminstration,1 - Personnel,nan,Bethany Xerxes Johnson,Employee,MGS0974,17,39,39,40,27,2021-01-01,2024-07-08 19:50:38.956628,77eb050b45e7d54b731dff51c4b5ad0568c70d6b70e88ca2160d53de20b4287e
Dominic Howard Mcconnell,DHM0937,Dominic.Howard.Mcconnell@dtaa.com,ComputerProgrammer,1,2 - ResearchAndEngineering,2 - SoftwareManagement,6 - Software,Caleb Mason Ball,Employee,DHM0937,43,22,21,15,24,2021-01-01,2024-07-08 19:50:38.956628,464d4e12c1287bfb4df38e641d1d86506d02c8ac10793d3d909636796c26de0e
Evelyn Nevada Curtis,ENC0234,Evelyn.Nevada.Curtis@dtaa.com,Physicist,1,2 - ResearchAndEngineering,1 - Research,1 - Lab,Jackson Linus Wilkerson,Employee,ENC0234,21,23,32,19,23,2021-01-01,2024-07-08 19:50:38.956628,f152ebc727e8540d3dae9e74fc6928c910b1b90adebf833089063482fbdc1de8
Colin Evan Brown,CEB0210,Colin.Evan.Brown@dtaa.com,SecurityGuard,1,1 - Adminstration,6 - Security,1 - BuildingSecurity,Clinton Coby Wolfe,Employee,CEB0210,42,24,44,23,34,2021-01-01,2024-07-08 19:50:38.956628,63188aaead1686abb44d5132fd47605c94d1d633f33374dce080f643740f5995
Yvette Jeanette Vang,YJV0699,Yvette.Jeanette.Vang@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,4 - AssemblyDept,Alan Benjamin Holder,Employee,YJV0699,17,25,30,13,31,2021-01-01,2024-07-08 19:50:38.956628,63764466824bb329da72b9216b8c6d74df7c3882181b96277f1d005b22684db1
Brittany Mona Terry,BMT0528,Brittany.Mona.Terry@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,2 - RegionalFieldService,Burke Randall Burnett,Employee,BMT0528,33,25,39,25,30,2021-01-01,2024-07-08 19:50:38.956628,40e3086f288920e615f7ce21ad3ad5e6466a0e95d3725576f62e94cc7ce80926
Caleb Jonas Chang,CJC0494,Caleb.Jonas.Chang@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,2 - RegionalSales,Bert Jason Henderson,Employee,CJC0494,40,39,39,42,42,2021-01-01,2024-07-08 19:50:38.956628,560c078399263ac1b08b109e7a759de5f1b5b1bf7e47f0bc7b1dd01714166056
Sean Omar Burgess,SOB0360,Sean.Omar.Burgess@dtaa.com,ITAdmin,1,1 - Adminstration,6 - Security,3 - ElectronicSecurity,Francis Brian Armstrong,Employee,SOB0360,42,22,40,16,32,2021-01-01,2024-07-08 19:50:38.956628,5fe87cef1ae8dae4bb67a6d4789880e669bfbb02675403ef2b1d1a6cdf49ba05
Glenna Caryn Sharpe,GCS0571,Glenna.Caryn.Sharpe@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,3 - AssemblyDept,Whilemina Pandora England,Employee,GCS0571,22,18,16,23,32,2021-01-01,2024-07-08 19:50:38.956628,add7e15ff88a6172c4a7fd1d0cffc47adb074b5c2da73030e205165e23bbd6c7
Beck John Peters,BJP0134,Beck.John.Peters@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,1 - AssemblyDept,Shannon Chantale Price,Employee,BJP0134,42,17,44,21,39,2021-01-01,2024-07-08 19:50:38.956628,c00fb6ab8cbad13a932c626c9318d7b04d5d5d9699113dd98860e57decbc0155
Kirby Bo Pollard,KBP0008,Kirby.Bo.Pollard@dtaa.com,VicePresident,1,6 - PurchasingAndContracts,nan,nan,Mona Susan Shannon,Employee,KBP0008,23,18,40,11,34,2021-01-01,2024-07-08 19:50:38.956628,0ad478b21d812e2fab2ac5dd3070c3a698a798100207c9d189bde0f306990c9b
Fitzgerald Len Merrill,FLM0213,Fitzgerald.Len.Merrill@dtaa.com,SecurityGuard,1,1 - Adminstration,6 - Security,1 - BuildingSecurity,Clinton Coby Wolfe,Employee,FLM0213,20,41,46,15,24,2021-01-01,2024-07-08 19:50:38.956628,407b87531da641e8d544ca636c1ca8e9eac3aad2a69f0371e92b6725b6c0f052
Rhonda Rhona Parsons,RRP0568,Rhonda.Rhona.Parsons@dtaa.com,ComputerScientist,1,2 - ResearchAndEngineering,2 - SoftwareManagement,3 - Software,Stephanie Briar Harrington,Employee,RRP0568,43,50,38,18,33,2021-01-01,2024-07-08 19:50:38.956628,9218987af34e7534a4bcfa5450f604fb0a3908c1ad5f3bc8083aeb153460b190
Maxwell Clark Faulkner,MCF0600,Maxwell.Clark.Faulkner@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,3 - AssemblyDept,Whilemina Pandora England,Employee,MCF0600,39,49,13,26,27,2021-01-01,2024-07-08 19:50:38.956628,11ca262f08f825d0d0da76d3b7a52f5b68783d7a5ca7f5767f8b545f817632bf
Shelly Audra Ayala,SAA0999,Shelly.Audra.Ayala@dtaa.com,ElectricalEngineer,1,3 - Manufacturing,2 - ManufacturingEngineering,nan,Fritz Dale Ellison,Employee,SAA0999,20,17,34,11,36,2021-01-01,2024-07-08 19:50:38.956628,24f99a48d4a07f63068beed0244247312583710546bfa986160818a26bfcdfca
Teagan Hedy Romero,THR0873,Teagan.Hedy.Romero@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,5 - RegionalSales,Hashim Damon Dudley,Employee,THR0873,37,44,21,40,38,2021-01-01,2024-07-08 19:50:38.956628,f6f978836ef51b23930887fe70418842e09ea9003c3cf9b889414d769677f274
Kimberley Roary Maldonado,KRM0541,Kimberley.Roary.Maldonado@dtaa.com,Scientist,1,2 - ResearchAndEngineering,1 - Research,3 - Lab,Honorato Ivan Wall,Employee,KRM0541,40,20,38,36,23,2021-01-01,2024-07-08 19:50:38.956628,e2651a72baddff0ad4e0cf0678c8174110dc8bbb3b9578621301e427e9e72f15
Kenneth Steel Porter,KSP0966,Kenneth.Steel.Porter@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,6 - AssemblyDept,Sandra Beverly Diaz,Employee,KSP0966,42,36,19,24,35,2021-01-01,2024-07-08 19:50:38.956628,c8dc0c55b4ef1eca4672add8c684af1951db9946a102b16e4142abf35258eb02
Lionel Omar Fisher,LOF0311,Lionel.Omar.Fisher@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,1 - RegionalSales,Meredith Ainsley Wolf,Employee,LOF0311,41,15,36,10,32,2021-01-01,2024-07-08 19:50:38.956628,6008284ee4c6ec8062c4bad9295e25ad27add7375a47c5ead2807e2ec8e6ed58
Montana Basia Roberts,MBR0724,Montana.Basia.Roberts@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,4 - AssemblyDept,Alan Benjamin Holder,Employee,MBR0724,33,44,18,35,31,2021-01-01,2024-07-08 19:50:38.956628,6d398eb14b35e74946cc5a358842c850f2280dbaf9546f57da2642d0bdc787fa
Felicia Sloane Cabrera,FSC0601,Felicia.Sloane.Cabrera@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,3 - RegionalSales,Winter Veda Burks,Employee,FSC0601,37,30,37,15,30,2021-01-01,2024-07-08 19:50:38.956628,b363ef71c3d0653dc60c6273331db3ae59749f6710be666844eda230b5aea929
Medge Liberty Petersen,MLP0668,Medge.Liberty.Petersen@dtaa.com,Mathematician,1,2 - ResearchAndEngineering,1 - Research,4 - Lab,Sarah Imelda Juarez,Employee,MLP0668,40,17,16,43,33,2021-01-01,2024-07-08 19:50:38.956628,5853efdd1a1c4455e28ae49b59639037b3eac2d822ae2f2254bad9e19ab2616a
Charity Uta Daniels,CUD0795,Charity.Uta.Daniels@dtaa.com,Physicist,1,2 - ResearchAndEngineering,1 - Research,5 - Lab,Sasha Britanney Quinn,Employee,CUD0795,12,40,30,44,24,2021-01-01,2024-07-08 19:50:38.956628,a9eef681b860500eda4ad75a5b6a1a88b57a10b71257b091aa600eb2a0b906f2
Aurora Katell Rhodes,AKR0057,Aurora.Katell.Rhodes@dtaa.com,AdministrativeAssistant,1,2 - ResearchAndEngineering,1 - Research,1 - Lab,Jackson Linus Wilkerson,Employee,AKR0057,50,41,20,18,30,2021-01-01,2024-07-08 19:50:38.956628,76309c38a4e4a27ef3e5045cbd93c9d78af7d1ebcd881c9f2c4d11ba6d8222c2
Guy Zeus Chandler,GZC0735,Guy.Zeus.Chandler@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,4 - RegionalSales,Lysandra Chastity Brennan,Employee,GZC0735,44,16,15,27,25,2021-01-01,2024-07-08 19:50:38.956628,383aa85a7c586ddd98aa55fe6992b1fa7b989b8fc34f46d2d5c585e5eb888fc9
Hadassah Leah Harris,HLH0512,Hadassah.Leah.Harris@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,2 - RegionalFieldService,Burke Randall Burnett,Employee,HLH0512,15,42,36,22,32,2021-01-01,2024-07-08 19:50:38.956628,8f6886375b5faa011043d9a13a07af01ab19e6eb8f971a0826e4265eb3d39f2e
Norman Jackson Beck,NJB0243,Norman.Jackson.Beck@dtaa.com,MechanicalEngineer,1,2 - ResearchAndEngineering,3 - Engineering,1 - MechanicalEngineering,Harper Price Harris,Employee,NJB0243,23,35,37,24,34,2021-01-01,2024-07-08 19:50:38.956628,10f3fce6e7b0d8b76bf26e14309e00a03c7253a2445f4f5c17d8af16777b1eae
Gregory Curran Sutton,GCS0518,Gregory.Curran.Sutton@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,2 - RegionalFieldService,Burke Randall Burnett,Employee,GCS0518,41,36,23,38,21,2021-01-01,2024-07-08 19:50:38.956628,cb81c7e6b51a0010bbdd7c525fc8bbf4fafaaa4090525d57e00d88ed8eddaef8
Nicole Macey Craig,NMC0486,Nicole.Macey.Craig@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,2 - RegionalSales,Bert Jason Henderson,Employee,NMC0486,42,10,23,21,27,2021-01-01,2024-07-08 19:50:38.956628,cb5254430888482256ae19865e7aa2c5575e62358eb7e901b454e92359dcc587
Keegan Marvin Benson,KMB0922,Keegan.Marvin.Benson@dtaa.com,Scientist,1,2 - ResearchAndEngineering,1 - Research,6 - Lab,Lillith Adena Matthews,Employee,KMB0922,43,43,17,24,27,2021-01-01,2024-07-08 19:50:38.956628,e6e6e8fbe2cbd94eab677dbb1b53d602dd1c149361443add1167cc470976fd64
Cecilia Freya Morgan,CFM0767,Cecilia.Freya.Morgan@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,4 - RegionalFieldService,Blaine Helen Cervantes,Employee,CFM0767,46,23,22,35,29,2021-01-01,2024-07-08 19:50:38.956628,c07bc3c5d8212bfb8e93adbd43234cc0ac2d2b5f61bbdb1570e08946a869c4df
Holmes Arden Day,HAD0246,Holmes.Arden.Day@dtaa.com,MechanicalEngineer,1,2 - ResearchAndEngineering,3 - Engineering,1 - MechanicalEngineering,Harper Price Harris,Employee,HAD0246,44,39,32,45,38,2021-01-01,2024-07-08 19:50:38.956628,f1058e80871300efb37b7cbcb1bfc5d5d47870dc4b708a2b309da284e23e5eb5
Alexa Nadine Poole,ANP0555,Alexa.Nadine.Poole@dtaa.com,Mathematician,1,2 - ResearchAndEngineering,1 - Research,3 - Lab,Honorato Ivan Wall,Employee,ANP0555,13,40,42,23,28,2021-01-01,2024-07-08 19:50:38.956628,ace7dbae08d4f1d343fc78418fd88ce31e8d9d11e3ebdf706c436e56a6b1d740
Leslie Briar Fields,LBF0214,Leslie.Briar.Fields@dtaa.com,SecurityGuard,1,1 - Adminstration,6 - Security,1 - BuildingSecurity,Clinton Coby Wolfe,Employee,LBF0214,18,44,18,38,28,2021-01-01,2024-07-08 19:50:38.956628,9f5f49760537e66a4309b0d9f2dd0f4df7653043ebf15ec6e76f75f199448530
Dacey Jorden Bowen,DJB0159,Dacey.Jorden.Bowen@dtaa.com,Director,1,5 - SalesAndMarketing,1 - MarketAnalysis,nan,Hyatt Trevor Hayes,Employee,DJB0159,20,37,27,38,37,2021-01-01,2024-07-08 19:50:38.956628,59905a8bbcc1e6300ddfc79a99c7dbdc5da8ccf59be2f8aa09cfc69cf18c3a84
Baxter William Price,BWP0202,Baxter.William.Price@dtaa.com,Attorney,1,6 - PurchasingAndContracts,3 - Contracts,nan,Whoopi Britanney Camacho,Employee,BWP0202,20,36,15,25,28,2021-01-01,2024-07-08 19:50:38.956628,873b5702cbc46ef9a86fd778d9721edd365d713c7007a2277af4a26eb0802143
Flavia Fiona Cannon,FFC0891,Flavia.Fiona.Cannon@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,5 - RegionalFieldService,Blythe Veda Cooke,Employee,FFC0891,38,10,39,50,39,2021-01-01,2024-07-08 19:50:38.956628,541df00eecfa6cd2409120ab7c8ed32f09514b2f613cddab0919c6f3a1fa1ed7
Amal Judah Rich,AJR0932,Amal.Judah.Rich@dtaa.com,ComputerProgrammer,1,2 - ResearchAndEngineering,2 - SoftwareManagement,6 - Software,Caleb Mason Ball,Employee,AJR0932,46,30,35,12,29,2021-01-01,2024-07-08 19:50:38.956628,3765559196d231ab321e4db55e1f9ddb25b7c5ba31e780fd858cf579cb35d910
Blair Deborah Vaughn,BDV0168,Blair.Deborah.Vaughn@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,1 - RegionalSales,Meredith Ainsley Wolf,Employee,BDV0168,45,31,19,21,31,2021-01-01,2024-07-08 19:50:38.956628,c70a6950ad23478fb3a5961ab250123e349c0de7492104b8fcb5a4456bc690a2
Cassady Quincy Hampton,CQH0730,Cassady.Quincy.Hampton@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,4 - RegionalSales,Lysandra Chastity Brennan,Employee,CQH0730,21,18,37,49,27,2021-01-01,2024-07-08 19:50:38.956628,10f3bc8d2662f1d61b4f899dece22cd529348ef8d92a3ac79752ab801f1c2377
Jena Chanda Rollins,JCR0289,Jena.Chanda.Rollins@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,1 - AssemblyDept,Shannon Chantale Price,Employee,JCR0289,32,43,33,33,29,2021-01-01,2024-07-08 19:50:38.956628,45406c064cfda80eae56a13a9099c17681eaf292e54e02164c2a83e5d308869e
Addison Edward Snyder,AES0827,Addison.Edward.Snyder@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,5 - AssemblyDept,Amy Lucy Chen,Employee,AES0827,39,40,34,38,23,2021-01-01,2024-07-08 19:50:38.956628,2a5b57a96365ebaf095505e89f1ce9f76f06bc75310176ae6eb821904a7a4f0e
Sydnee Leilani Parsons,SLP0762,Sydnee.Leilani.Parsons@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,4 - RegionalFieldService,Blaine Helen Cervantes,Employee,SLP0762,26,13,40,18,26,2021-01-01,2024-07-08 19:50:38.956628,6da72dc93e348dc990221b5f230f09286da0796fcbadd6ec2d20828425c93e91
Cheyenne Lesley Dominguez,CLD0894,Cheyenne.Lesley.Dominguez@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,5 - RegionalFieldService,Blythe Veda Cooke,Employee,CLD0894,19,21,50,16,36,2021-01-01,2024-07-08 19:50:38.956628,824bc66afc995aff67f7ee1a45d32f055ecee12ae1ecd2b33bd2bad0335dce0a
Leo Chaney Daugherty,LCD0622,Leo.Chaney.Daugherty@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,3 - RegionalSales,Winter Veda Burks,Employee,LCD0622,30,26,13,14,26,2021-01-01,2024-07-08 19:50:38.956628,189cfd1a20c5da3015b718b8041c10c88b2b1979612af0b225bf8a164609de88
Caleb Mason Ball,CMB0912,Caleb.Mason.Ball@dtaa.com,Manager,1,2 - ResearchAndEngineering,2 - SoftwareManagement,6 - Software,Todd Vance Spears,Employee,CMB0912,46,43,16,22,31,2021-01-01,2024-07-08 19:50:38.956628,b740fab2d7c4f89a5ef7d5e60227c1923e666266da53b59612672882d225bfcd
Zenia Kiona Stevenson,ZKS0899,Zenia.Kiona.Stevenson@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,5 - RegionalFieldService,Blythe Veda Cooke,Employee,ZKS0899,47,20,42,43,30,2021-01-01,2024-07-08 19:50:38.956628,2d9f73d7435c0d71c4ed3f05040ad072c1cfc99c7470da380527fee561726683
James Cain Vargas,JCV0245,James.Cain.Vargas@dtaa.com,MechanicalEngineer,1,2 - ResearchAndEngineering,3 - Engineering,1 - MechanicalEngineering,Harper Price Harris,Employee,JCV0245,40,44,22,20,27,2021-01-01,2024-07-08 19:50:38.956628,0b5783b2a02ff3eb24520921699dc6880870eba1572a394ea98944096fd0d11b
Ali Murphy Hurley,AMH0794,Ali.Murphy.Hurley@dtaa.com,Physicist,1,2 - ResearchAndEngineering,1 - Research,5 - Lab,Sasha Britanney Quinn,Employee,AMH0794,43,42,33,40,31,2021-01-01,2024-07-08 19:50:38.956628,49a8b6ffc43d2e5f807253cc5735dab447dacd6d3c7c4063f60c4ca6140a336d
Francis Kane Buckner,FKB0163,Francis.Kane.Buckner@dtaa.com,Statistician,1,5 - SalesAndMarketing,1 - MarketAnalysis,nan,Dacey Jorden Bowen,Employee,FKB0163,39,35,25,39,22,2021-01-01,2024-07-08 19:50:38.956628,c1ed0cc719b1a56b504b360268f79815d2eaff3f1de8f4c4bd220ce866e02970
Amena Karyn Christian,AKC0924,Amena.Karyn.Christian@dtaa.com,Scientist,1,2 - ResearchAndEngineering,1 - Research,6 - Lab,Lillith Adena Matthews,Employee,AKC0924,40,44,35,37,27,2021-01-01,2024-07-08 19:50:38.956628,8bf8347b75d9972f22b8113c01a3ffb0abd7843a407343865d127543828e5e0d
Ivory Leandra Rogers,ILR0304,Ivory.Leandra.Rogers@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,1 - AssemblyDept,Shannon Chantale Price,Employee,ILR0304,20,22,18,46,30,2021-01-01,2024-07-08 19:50:38.956628,2f91b22346bf2d30cfe6c8a8e1f38f4304e7d8d9ad5e55e743cac97dd5ec1361
Arthur John Floyd,AJF0370,Arthur.John.Floyd@dtaa.com,ITAdmin,1,1 - Adminstration,6 - Security,3 - ElectronicSecurity,Francis Brian Armstrong,Employee,AJF0370,37,33,11,15,36,2021-01-01,2024-07-08 19:50:38.956628,d1f3a94bc27e814ccd7048a1ecb2193333e7da673c2166f96015c024b68fed6c
Octavius Kelly Castaneda,OKC0107,Octavius.Kelly.Castaneda@dtaa.com,TestEngineer,1,2 - ResearchAndEngineering,3 - Engineering,5 - TestAndEvalualtion,Rose Hanae Yates,Employee,OKC0107,32,40,16,47,35,2021-01-01,2024-07-08 19:50:38.956628,dd799b8bf1919397596f7130340aae5a2aaf92c2b85a65dc99ba5b066ce3650d
Oren Clinton Sharpe,OCS0865,Oren.Clinton.Sharpe@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,5 - RegionalSales,Hashim Damon Dudley,Employee,OCS0865,29,24,43,35,32,2021-01-01,2024-07-08 19:50:38.956628,4210e5e3ddcd7adb67740419b4d9dfdee1c7e85cd8c38737e864bb4b6bdb40f1
Urielle Jane Carter,UJC0737,Urielle.Jane.Carter@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,4 - RegionalSales,Lysandra Chastity Brennan,Employee,UJC0737,16,12,12,38,25,2021-01-01,2024-07-08 19:50:38.956628,ba057daf60f729040c2a5913d143397cb166fd4b996fcb999a2c69c84f749571
Marshall Benjamin Wilcox,MBW0809,Marshall.Benjamin.Wilcox@dtaa.com,ComputerScientist,1,2 - ResearchAndEngineering,2 - SoftwareManagement,5 - Software,Sara Gail George,Employee,MBW0809,43,45,44,18,19,2021-01-01,2024-07-08 19:50:38.956628,6f3151215aac7cba6573cffbd474221b18ce282f3e4e6a7b801073f2550599b7
Martina Cassandra Fields,MCF0327,Martina.Cassandra.Fields@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,1 - RegionalSales,Meredith Ainsley Wolf,Employee,MCF0327,39,41,24,44,25,2021-01-01,2024-07-08 19:50:38.956628,04e7c1b082b8e2eff1493c28804247ae6e8dccd32da1ee3653dde5c0fa8303cf
